898	2648	899
898	693	2648
562	2412	692
2366	2367	1844
1844	2367	1338
1338	2412	1844
1484	694	1642
692	694	1484
1642	382	1484
382	383	1484
1822	311	395
394	1605	395
1797	466	464
1797	1970	466
2462	47	2458
2458	1450	2462
828	1778	1452
1452	649	828
1449	825	648
648	825	2529
824	2653	2529
2529	825	824
51	2455	50
50	2373	49
50	2455	2457
2457	2373	50
2526	517	1374
1374	1340	2526
2529	1376	1374
2373	1340	1374
709	1426	1425
709	710	1426
1778	827	1777
1777	299	1778
1381	304	1453
1453	304	1617
711	707	1453
712	711	1453
1453	1617	712
1453	708	1381
1453	707	708
1776	299	298
298	1777	1425
298	1425	302
299	1777	298
300	1779	1428
300	299	1779
1778	299	300
300	1452	1778
2282	2285	45
45	46	2282
2282	46	2460
2377	2284	1579
2376	42	43
43	2377	2376
2284	2377	43
2461	46	47
2461	47	2462
2460	46	2461
2462	1451	2461
2461	1451	2460
2459	1451	2653
803	802	2459
2287	2233	36
1365	2233	2287
2287	1782	1365
2067	2237	1365
2299	2237	2067
29	2580	28
2657	808	1262
2657	2067	1365
1365	2531	2657
2531	808	2657
2547	1014	2182
2182	2580	2496
2069	2584	2585
2583	2584	2069
2496	30	2495
1177	1178	2190
252	2205	2636
2636	2205	2188
2636	2637	252
251	2637	2636
2188	2189	2636
2189	251	2636
1174	1265	2110
2110	1169	1174
1174	2205	1265
2188	2205	1174
1174	1169	2188
2201	2070	476
476	477	2201
477	2219	2201
1320	2180	1164
1320	2204	2180
1021	2204	1320
185	2190	253
253	2208	185
253	2617	2208
2208	2617	2209
2209	2617	2204
1418	1555	338
1254	2623	2172
1553	747	1550
1576	180	1577
1548	341	1558
341	496	1558
496	1557	1558
338	1555	507
496	1556	1755
1755	334	496
2149	2110	273
273	510	2149
2149	1179	1180
1180	1169	2149
2149	1169	2110
345	1507	1549
1950	1749	296
152	834	832
152	1175	1176
152	1171	980
1786	2530	1789
1789	2467	1786
2467	2466	1786
539	2530	2646
1579	2283	2646
2283	806	2646
1789	2530	1230
2101	991	992
301	1948	1951
1745	1948	501
1953	1746	501
1953	301	1949
501	301	1953
271	2077	494
271	1746	2077
501	1746	271
271	1745	501
152	994	993
272	2080	494
272	1981	2080
272	481	1981
1602	495	274
1980	573	982
982	983	1980
2109	983	982
573	2222	982
982	2222	2109
995	2080	996
2080	986	996
996	986	1807
985	1591	984
984	1981	985
2111	2632	220
2111	219	2101
220	219	2111
1807	2632	2111
2111	996	1807
995	996	2111
220	2633	2099
2100	219	2099
2099	219	220
2099	2633	1966
1966	2634	2099
2099	2634	989
2224	2640	176
2224	221	2210
176	221	2224
1966	2633	1592
1592	2633	178
178	215	1592
215	1964	1592
997	1964	2642
998	1146	2531
440	1784	439
1239	1784	1240
2235	1429	2378
38	39	2380
1544	2289	2291
2291	14	2290
2291	2289	14
742	2671	586
13	2294	12
2294	2295	12
2293	2295	1419
2293	12	2295
1358	2295	2294
1358	2385	1419
1419	2295	1358
741	1736	739
739	2475	741
2475	742	741
1718	741	742
1736	741	1718
319	1420	1542
1414	275	1542
1542	275	319
1542	526	1414
1562	318	317
317	318	2058
2032	524	528
1725	524	2032
470	1883	1725
1033	1883	1726
7	8	2484
2031	2292	2030
1359	2491	1712
2030	2492	1359
2492	2491	1359
1028	2655	1200
1712	2655	2493
2493	1359	1712
2030	1359	2493
1361	2121	319
1361	275	1333
319	275	1361
1040	1539	1735
1735	1539	337
1735	275	1414
337	275	1735
2296	20	21
2296	2481	20
1540	2481	2296
21	2390	2296
2298	2389	23
2298	2171	1741
1741	2389	2298
23	2389	22
22	2390	21
600	1936	599
760	761	1935
1935	1539	760
760	1539	1040
574	1420	578
574	1542	1420
526	1542	574
2483	19	2482
2391	1366	2390
1741	1366	2391
2391	2389	1741
2390	22	2391
2391	22	2389
1150	1552	1149
2297	1150	1149
1017	2665	2494
1016	2665	1017
2147	1016	1017
1257	2494	2173
1257	1258	2494
1000	1002	2143
1001	2297	1000
2297	2665	1000
1000	2665	1002
2393	24	25
25	2236	2393
2393	2236	2173
2173	2127	2393
1164	2180	2546
2148	475	2147
2147	1017	2148
478	2134	476
476	2070	478
2070	2125	478
2136	477	476
476	2134	2136
336	335	1934
336	1739	337
1934	1739	336
1935	335	336
336	1539	1935
337	1539	336
1937	335	339
339	1938	1937
1934	335	1937
1006	1934	1937
474	2144	442
442	2144	1740
339	1936	1939
600	999	1939
1939	1936	600
1001	1000	2141
2141	1000	2143
2141	2143	474
474	442	2141
433	432	2178
2178	2177	433
2184	1184	1183
1724	972	971
725	1572	964
1422	504	316
325	1917	324
329	1930	328
2550	1921	1922
1922	1513	225
1224	1921	1723
1723	1921	2550
1723	179	1724
1924	226	2548
2500	226	1927
2548	226	2500
743	1411	1564
2552	1362	231
1575	1362	2552
2552	1576	1575
1758	2590	743
1757	180	1758
1199	2590	1029
1771	505	1574
323	1573	1574
1574	505	323
1571	1572	323
323	505	1571
1571	971	972
972	964	1571
1571	964	1572
506	1515	1886
327	505	1771
327	1515	506
1771	1515	327
327	506	1514
152	970	724
508	1418	338
1567	1418	508
1770	504	1569
1570	316	1770
1770	316	504
725	1927	590
590	1572	725
1422	316	1424
1424	1195	1422
1337	2239	2241
2241	1370	1337
2242	75	76
77	2243	76
76	2243	2244
2244	2242	76
